Unnamed: 0,id,date,saving_ratio,debt_saving_ratio,default_flag,max_dpd_6_months,max_dpd_12_months,max_dpd_24_months,problematic_cheque_count,duration_in_month,credit_amount,installment_as_income_perc,present_res_since,average_credit_duration,credits_this_bank,people_under_maintenance,sector_risk,EBITDA,ROE,ROA,Revenue_Growth_Rate,Int_coverage_ratio,Net_Profit_Margin,year,month,year_month,EBITDA_capped_0.99,Int_coverage_ratio_capped_0.99,Net_Profit_Margin_capped_0.99,ROA_capped_0.99,ROE_capped_0.99,Revenue_Growth_Rate_capped_0.99,average_credit_duration_capped_0.99,credit_amount_capped_0.99,credits_this_bank_capped_0.99,debt_saving_ratio_capped_0.99,default_flag_capped_0.99,duration_in_month_capped_0.99,id_capped_0.99,installment_as_income_perc_capped_0.99,max_dpd_12_months_capped_0.99,max_dpd_24_months_capped_0.99,max_dpd_6_months_capped_0.99,people_under_maintenance_capped_0.99,present_res_since_capped_0.99,problematic_cheque_count_capped_0.99,saving_ratio_capped_0.99,boxcox_id,boxcox_saving_ratio,boxcox_duration_in_month,boxcox_credit_amount,boxcox_installment_as_income_perc,boxcox_present_res_since,boxcox_average_credit_duration,boxcox_credits_this_bank,boxcox_people_under_maintenance,boxcox_EBITDA,boxcox_year,boxcox_month,boxcox_EBITDA_capped_0.99,boxcox_average_credit_duration_capped_0.99,boxcox_credit_amount_capped_0.99,boxcox_credits_this_bank_capped_0.99,boxcox_duration_in_month_capped_0.99,boxcox_id_capped_0.99,boxcox_installment_as_income_perc_capped_0.99,boxcox_people_under_maintenance_capped_0.99,boxcox_present_res_since_capped_0.99,boxcox_saving_ratio_capped_0.99,yj_Unnamed: 0,yj_id,yj_saving_ratio,yj_debt_saving_ratio,yj_default_flag,yj_max_dpd_6_months,yj_max_dpd_12_months,yj_max_dpd_24_months,yj_problematic_cheque_count,yj_duration_in_month,yj_credit_amount,yj_installment_as_income_perc,yj_present_res_since,yj_average_credit_duration,yj_credits_this_bank,yj_people_under_maintenance,yj_sector_risk,yj_EBITDA,yj_ROE,yj_ROA,yj_Revenue_Growth_Rate,yj_Int_coverage_ratio,yj_Net_Profit_Margin,yj_year,yj_month,yj_EBITDA_capped_0.99,yj_Int_coverage_ratio_capped_0.99,yj_Net_Profit_Margin_capped_0.99,yj_ROA_capped_0.99,yj_ROE_capped_0.99,yj_Revenue_Growth_Rate_capped_0.99,yj_average_credit_duration_capped_0.99,yj_credit_amount_capped_0.99,yj_credits_this_bank_capped_0.99,yj_debt_saving_ratio_capped_0.99,yj_default_flag_capped_0.99,yj_duration_in_month_capped_0.99,yj_id_capped_0.99,yj_installment_as_income_perc_capped_0.99,yj_max_dpd_12_months_capped_0.99,yj_max_dpd_24_months_capped_0.99,yj_max_dpd_6_months_capped_0.99,yj_people_under_maintenance_capped_0.99,yj_present_res_since_capped_0.99,yj_problematic_cheque_count_capped_0.99,yj_saving_ratio_capped_0.99,yj_sector_risk_capped_0.99,business_type_partnership,business_type_sole_proprietorship,credit_history_critical account/ other credits existing (not at this bank),credit_history_delay in paying off in the past,credit_history_existing credits paid back duly till now,credit_history_no credits taken/ all credits paid back duly,customer_profile_large_enterprises,customer_profile_small_businesses,customer_segment_medium_sme,customer_segment_micro_sme,customer_segment_small_sme,foreign_stakeholders_yes,other_debtors_guarantor,other_debtors_none,purpose_car (new),purpose_car (used),purpose_domestic appliances,purpose_education,purpose_furniture/equipment,purpose_lease_investment,purpose_other business spend,purpose_rent_payment,purpose_repairs,purpose_retraining,revenue_range_10m+,revenue_range_1m-5m,revenue_range_5m-10m,savings_... < 100 DM,savings_100 <= ... < 500 DM,savings_500 <= ... < 1000 DM ,savings_unknown/ no savings account,sector_Oil and gas,sector_Real Estate,sector_Telecommunications,sme_history_begin_... < 1 year ,sme_history_begin_1 <= ... < 4 years,sme_history_begin_4 <= ... < 7 years,sme_history_begin_new company,business_type_mean_encoded,credit_history_mean_encoded,customer_profile_mean_encoded,customer_segment_mean_encoded,foreign_stakeholders_mean_encoded,other_debtors_mean_encoded,purpose_mean_encoded,revenue_range_mean_encoded,savings_mean_encoded,sector_mean_encoded,sector_risk_capped_0.99_mean_encoded,sme_history_begin_mean_encoded,business_type_woe_encoded,credit_history_woe_encoded,customer_profile_woe_encoded,customer_segment_woe_encoded,foreign_stakeholders_woe_encoded,other_debtors_woe_encoded,purpose_woe_encoded,revenue_range_woe_encoded,savings_woe_encoded,sector_woe_encoded,sector_risk_capped_0.99_woe_encoded,sme_history_begin_woe_encoded
276,277,2021-04-19,0.51,0.49,0,0,0,0.0,2,18,2404,2,2,26,2,10,3,553,24,69,14,-97,35.0,2021,4,2021-04,553.0,-97.0,35.0,69.0,24.0,14.0,26.0,2404.0,2.0,0.49,0.0,18.0,277.0,2.0,0.0,0.0,0.0,10.0,2.0,2.0,0.51,74.75958790111183,-0.5903341463038427,3.3160010556318276,6.13096967463375,1.197984254049485,1.0276210631616207,1.3408836275890494,0.34704287218427815,0.1086126300138209,124.63979176631916,0.018370739216776184,2.4378545349074576,125.9200170197926,1.380145804096116,6.26759577776734,0.3456609758094704,3.333678892075898,74.88320410060456,1.197984254049485,0.1086126300138209,1.0276210631616207,-0.5899752580951952,-0.6871484046440407,-0.6886709579364872,0.8406763131563033,0.8408203193578198,-0.6546536707079771,-0.2041241452319315,-0.2195860408817118,-0.20145154833543225,0.5077295341976652,-0.004641012194764549,0.01996033824185706,-0.9630828631544054,-0.7945886692738641,-0.8932307215020335,1.275451926336348,-0.4282850494763857,-0.4051560003724358,0.5254898546347635,-0.78476973725075,0.14360345651085493,-1.2469706076159568,-1.6297164552334462,-0.5373149730126855,-0.4202295646118311,-0.6773157931175707,0.5260977268941067,-1.629676518617827,-0.5373149730126855,0.1436167632314054,-0.7859589220432119,-1.247242294037781,-0.8948220906761292,0.018584680765171013,1.2779242131305126,0.8413226219515568,-0.6546536707079771,-0.005317112929014533,-0.6888219308209579,-0.9630828631544054,-0.2195860408817118,-0.20145154833543225,-0.2041241452319315,-0.4282850494763857,-0.7945886692738641,0.5077295341976652,0.8412056692746142,-0.4051560003724358,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2608695652173913,0.17064846416382254,0.2751842751842752,0.116751269035533,0.3073727933541018,0.29988974641675853,0.22142857142857142,0.29411764705882354,0.3598673300165838,0.3072289156626506,,0.30678466076696165,-0.19448128020073333,-0.7218362059179347,-0.12220922855073653,-1.1614179338414272,0.0329503519169953,-0.0022203815042209428,-0.4024306167740267,-0.02890357619663329,0.2695767564102486,0.0358176643587837,-0.001891235634772842,0.033634931782854864
277,278,2023-07-17,0.27,0.25,0,0,0,0.0,3,12,1262,2,4,49,1,10,7,265,16,8,76,-19,27.0,2023,7,2023-07,265.0,-19.0,27.0,8.0,16.0,76.0,49.0,1262.0,1.0,0.25,0.0,12.0,278.0,2.0,0.0,0.0,0.0,10.0,4.0,3.0,0.27,74.95455237986708,-1.0193881118446753,2.7954025445165316,5.731252036925952,1.197984254049485,3.185466676022057,1.4015080899651877,0.0,0.1086126300138209,73.24502688587282,0.018370739216776184,4.404560159341271,73.89122749249354,1.446715297274838,5.849122184086267,0.0,2.8081313715548806,75.07858844291924,1.197984254049485,0.1086126300138209,3.185466676022057,-1.018236494712522,-0.6832874974252112,-0.6848123294449495,-0.22959965096661605,-0.2287541753868568,-0.6546536707079771,-0.2041241452319315,-0.2195860408817118,-0.20145154833543225,1.2325080515387627,-0.6945298698767081,-0.8294599410329113,-0.9630828631544054,1.0629208696181067,1.2114973394825448,-0.7597397932856651,-0.4282850494763857,0.9936447461984899,-0.631549473631451,-1.0249826860185052,-1.739089230756785,0.8943938556061426,-0.2857991266328941,-0.78938877154189,1.3851031161142715,0.20872758211774178,-0.6323637601832056,-0.28590563982674083,-0.78938877154189,-1.739055951692181,-1.0264055335412654,0.8950763165597936,1.2180946645181612,-0.8309825184244223,-0.7599546219011147,-0.22919047393495448,-0.6546536707079771,-0.6952927610925068,-0.6849628664297905,-0.9630828631544054,-0.2195860408817118,-0.20145154833543225,-0.2041241452319315,-0.4282850494763857,1.0629208696181067,1.2325080515387627,-0.23005941263526322,0.9936447461984899,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.31886792452830187,0.2751842751842752,0.4927007299270073,0.3073727933541018,0.29988974641675853,0.32044198895027626,0.2864583333333333,0.17486338797814208,0.30603448275862066,,0.25296442687747034,-0.19448128020073333,0.08766061187543207,-0.12220922855073653,0.8145188497776892,0.0329503519169953,-0.0022203815042209428,0.10076226495162416,-0.0583956077711139,-0.6838665727288545,0.03257617043461267,-0.001891235634772842,-0.22913041561390768
278,279,2023-11-26,0.67,0.65,1,0,0,0.0,3,6,4611,1,4,32,1,10,3,696,76,149,100,-30,78.0,2023,11,2023-11,696.0,-30.0,78.0,146.0,76.0,99.00999999999999,32.0,4611.0,1.0,0.65,1.0,6.0,279.0,1.0,0.0,0.0,0.0,10.0,4.0,3.0,0.67,75.14931315432105,-0.3700653138800566,1.9496486731861182,6.51854112780352,0.0,3.185466676022057,1.363591516542789,0.0,0.1086126300138209,147.06905713824136,0.018370739216776184,6.719887660274809,148.64712235281976,1.4049535945236846,6.674972114904748,0.0,1.9559786007656212,75.2737689107153,0.0,0.1086126300138209,3.185466676022057,-0.3699289430339028,-0.6794306241894325,-0.68095768508312,1.349663084253123,1.3495029784153634,1.5275252316519468,-0.2041241452319315,-0.2195860408817118,-0.20145154833543225,1.2325080515387627,-1.7974187032186204,0.8435106769412323,-1.59489190473566,1.0629208696181067,-0.10557520781769243,-0.7597397932856651,-0.4282850494763857,-0.4051560003724358,1.0308894526492711,0.5351123707949963,1.9741802377105915,1.562479468933405,-0.47444413163527244,0.7559924883557717,1.3851031161142715,1.2765800287649922,1.0325975522547413,-0.4745412533365773,0.7559924883557717,1.9156130217747867,0.5365189106079541,1.537198974102381,-0.10811435147065336,0.845563309233379,-0.7599546219011147,1.3510542573024376,1.5275252316519468,-1.7962690545742306,-0.681107781222515,-1.59489190473566,-0.2195860408817118,-0.20145154833543225,-0.2041241452319315,-0.4282850494763857,1.0629208696181067,1.2325080515387627,1.3512997294099032,-0.4051560003724358,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2608695652173913,0.31886792452830187,0.2751842751842752,0.116751269035533,0.3073727933541018,0.29988974641675853,0.32044198895027626,0.29411764705882354,0.3598673300165838,0.30603448275862066,,0.4069767441860465,-0.19448128020073333,0.08766061187543207,-0.12220922855073653,-1.1614179338414272,0.0329503519169953,-0.0022203815042209428,0.10076226495162416,-0.02890357619663329,0.2695767564102486,0.03257617043461267,-0.001891235634772842,0.47145727546262123
279,280,2022-07-23,0.12,0.09,0,0,0,0.0,1,24,1901,4,4,29,1,10,5,600,99,61,26,-12,80.0,2022,7,2022-07,600.0,-12.0,80.0,61.0,99.0,26.0,29.0,1901.0,1.0,0.09,0.0,24.0,280.0,4.0,0.0,0.0,0.0,10.0,4.0,1.0,0.12,75.34387116629354,-1.4297593875231032,3.6974563942208523,5.987266915798712,4.487197508351766,3.185466676022057,1.3532123645712562,0.0,0.1086126300138209,132.17800183128443,0.018370739216776184,4.404560159341271,133.55712235473243,1.393597787806078,6.116958824074655,0.0,3.719229502340205,75.46874644632085,4.487197508351766,0.1086126300138209,3.185466676022057,-1.4272960207222816,-0.6755777662857236,-0.6771070065301892,-1.195030859282412,-1.270132954841246,-0.6546536707079771,-0.2041241452319315,-0.2195860408817118,-0.20145154833543225,-0.32639860846374874,0.5009097672104156,-0.2854172601303229,0.9591655023579431,1.0629208696181067,-0.465853667817606,-0.7597397932856651,-0.4282850494763857,0.3306321302982021,0.6953247135061056,1.0521726171958923,-0.06374975236137004,-0.7452306882580235,-0.16607144332756607,0.8143978469775722,0.4830985545931286,0.20872758211774178,0.696274984860492,-0.16617987449063756,0.8143978469775722,-0.06405335810341274,1.0549774289158038,-0.7455136353539823,-0.4684891297167217,-0.28723385917515637,-0.7599546219011147,-1.2701320952376818,-0.6546536707079771,0.5009145853674674,-0.677256656906598,0.9591655023579431,-0.2195860408817118,-0.20145154833543225,-0.2041241452319315,-0.4282850494763857,1.0629208696181067,-0.32639860846374874,-1.1951038547794035,0.3306321302982021,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.39106145251396646,0.31886792452830187,0.2751842751842752,0.116751269035533,0.3073727933541018,0.29988974641675853,0.22142857142857142,0.34285714285714286,0.3300970873786408,0.3072289156626506,,0.30678466076696165,0.4057058978998408,0.08766061187543207,-0.12220922855073653,-1.1614179338414272,0.0329503519169953,-0.0022203815042209428,-0.4024306167740267,0.2027271916083122,0.150359206090996,0.0358176643587837,-0.001891235634772842,0.033634931782854864
280,281,2021-09-02,0.37,0.35,0,0,0,0.0,2,15,3368,3,4,23,2,10,6,56,51,72,6,-98,2.0,2021,9,2021-09,56.0,-98.0,2.0,72.0,51.0,6.0,23.0,3368.0,2.0,0.35,0.0,15.0,281.0,3.0,0.0,0.0,0.0,10.0,4.0,2.0,0.37,75.5382273499035,-0.8204370071457959,3.0794787654863796,6.333632977493435,2.7156876814825788,3.185466676022057,1.3259430220913289,0.34704287218427815,0.1086126300138209,23.27465182878543,0.018370739216776184,5.5946802971871294,23.411776754084666,1.3638937258708967,6.480411686223465,0.3456609758094704,3.094815244403988,75.66352198436033,2.7156876814825788,0.1086126300138209,3.185466676022057,-0.8197170492108411,-0.6717289052156044,-0.67326027561446,0.27248192779575736,0.2730399977475468,-0.6546536707079771,-0.2041241452319315,-0.2195860408817118,-0.20145154833543225,0.5077295341976652,-0.3183668372267088,0.450615983510384,-0.10946075598511702,1.0629208696181067,-1.4099870280113826,1.275451926336348,-0.4282850494763857,0.6694016209907443,-1.7532434175187503,-0.06424522731664915,0.2197565901138207,-1.648899520861585,-1.647009219327802,-1.6363451206331228,-0.4202295646118311,0.7551881412709802,-1.7530211566166811,-1.64696659787101,-1.6363451206331228,0.21989955313485646,-0.06422832382734868,-1.6489740438509701,-1.4087625313740204,0.45062000130522006,1.2779242131305126,0.27284897720734913,-0.6546536707079771,-0.3192036118080131,-0.6734094753383641,-0.10946075598511702,-0.2195860408817118,-0.20145154833543225,-0.2041241452319315,-0.4282850494763857,1.0629208696181067,0.5077295341976652,0.2722801740051964,0.6694016209907443,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39106145251396646,0.17064846416382254,0.2751842751842752,0.116751269035533,0.3073727933541018,0.29988974641675853,0.1650485436893204,0.29411764705882354,0.125,0.43506493506493504,,0.25296442687747034,0.4057058978998408,-0.7218362059179347,-0.12220922855073653,-1.1614179338414272,0.0329503519169953,-0.0022203815042209428,-0.7320299741074776,-0.02890357619663329,-0.9717835799873076,0.5856772773488418,-0.001891235634772842,-0.22913041561390768
281,282,2021-12-12,0.05,0.03,0,0,0,0.0,3,12,1574,4,2,50,1,10,1,230,62,39,81,-35,-4.0,2021,12,2021-12,230.0,-35.0,-4.0,39.0,62.0,81.0,50.0,1574.0,1.0,0.03,0.0,12.0,282.0,4.0,0.0,0.0,0.0,10.0,2.0,3.0,0.05,75.73238263165908,-1.74624955744774,2.7954025445165316,5.870142557884289,4.487197508351766,1.0276210631616207,1.4030551456523421,0.0,0.1086126300138209,66.0826466234382,0.018370739216776184,7.262940919928803,66.647465764592,1.4484297186339259,5.9943423975026855,0.0,2.8081313715548806,75.85809645184459,4.487197508351766,0.1086126300138209,1.0276210631616207,-1.7422740017246647,-0.6678840226313103,-0.669417474311611,-1.764048758099082,-1.7637076968470191,-0.6546536707079771,-0.2041241452319315,-0.2195860408817118,-0.20145154833543225,1.2325080515387627,-0.6945298698767081,-0.5343148324036034,0.9591655023579431,-0.7945886692738641,1.2651747081331164,-0.7597397932856651,-0.4282850494763857,-1.2695525701030344,-0.792623967979655,0.20530898307924628,-0.6746759546923313,1.0378836952177692,-0.560338766031373,-1.8985170834182197,-0.4202295646118311,1.5295434337846712,-0.7934785924489283,-0.5604297469695989,-1.8985170834182197,-0.6755595612094731,0.20591586974281936,1.0387005189260996,1.2724776085253147,-0.5361668360487083,-0.7599546219011147,-1.7631074639640212,-0.6546536707079771,-0.6952927610925068,-0.6695662185212617,0.9591655023579431,-0.2195860408817118,-0.20145154833543225,-0.2041241452319315,-0.4282850494763857,-0.7945886692738641,1.2325080515387627,-1.7634159937999583,-1.2695525701030344,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2608695652173913,0.31886792452830187,0.2751842751842752,0.116751269035533,0.3073727933541018,0.29988974641675853,0.32044198895027626,0.29411764705882354,0.3598673300165838,0.2127659574468085,,0.30678466076696165,-0.19448128020073333,0.08766061187543207,-0.12220922855073653,-1.1614179338414272,0.0329503519169953,-0.0022203815042209428,0.10076226495162416,-0.02890357619663329,0.2695767564102486,-0.45279152063586614,-0.001891235634772842,0.033634931782854864
282,283,2021-11-30,0.39,0.37,0,0,0,0.0,3,18,1445,4,4,49,1,10,6,720,3,4,30,42,65.0,2021,11,2021-11,720.0,42.0,65.0,4.0,3.0,30.0,49.0,1445.0,1.0,0.37,0.0,18.0,283.0,4.0,0.0,0.0,0.0,10.0,4.0,3.0,0.39,75.9263379305466,-0.7846840378714761,3.3160010556318276,5.816616070713391,4.487197508351766,3.185466676022057,1.4015080899651877,0.0,0.1086126300138209,150.696937498247,0.018370739216776184,6.719887660274809,152.32414914419428,1.446715297274838,5.938353167069467,0.0,3.333678892075898,76.05247076825971,4.487197508351766,0.1086126300138209,3.185466676022057,-0.7840294622952015,-0.6640431003340366,-0.6655785847429846,0.36231815188917726,0.36281331133382233,-0.6546536707079771,-0.2041241452319315,-0.2195860408817118,-0.20145154833543225,1.2325080515387627,-0.004641012194764549,-0.6480610773647834,0.9591655023579431,1.0629208696181067,1.2114973394825448,-0.7597397932856651,-0.4282850494763857,0.6694016209907443,1.1126556549108275,-1.4809805608522546,-1.9249735798998704,-0.5931056516091433,0.731883465028481,0.37320885729747155,-0.4202295646118311,1.2765800287649922,1.114563786639617,0.7320806896281321,0.37320885729747155,-1.9243199983088306,-1.4824154993914904,-0.5933550001372504,1.2180946645181612,-0.6498335428165339,-0.7599546219011147,0.3627011648857144,-0.6546536707079771,-0.005317112929014533,-0.6657268686041536,0.9591655023579431,-0.2195860408817118,-0.20145154833543225,-0.2041241452319315,-0.4282850494763857,1.0629208696181067,1.2325080515387627,0.36219950271517704,0.6694016209907443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2608695652173913,0.5714285714285714,0.41007194244604317,0.2222222222222222,0.3073727933541018,0.29988974641675853,0.22142857142857142,0.2864583333333333,0.17486338797814208,0.3072289156626506,,0.22413793103448276,-0.19448128020073333,1.1197597632790997,0.4851087894007629,-0.36046641767499454,0.0329503519169953,-0.0022203815042209428,-0.4024306167740267,-0.0583956077711139,-0.6838665727288545,0.0358176643587837,-0.001891235634772842,-0.38026904497117414
283,284,2021-07-03,0.18,0.16,0,0,0,0.0,2,15,1520,4,4,63,1,10,5,698,33,41,78,-82,69.0,2021,7,2021-07,698.0,-82.0,69.0,41.0,33.0,78.0,63.0,1520.0,1.0,0.16,0.0,15.0,284.0,4.0,0.0,0.0,0.0,10.0,4.0,2.0,0.18,76.12009415811772,-1.2411662561519476,3.0794787654863796,5.84832574091903,4.487197508351766,3.185466676022057,1.4193630293240103,0.0,0.1086126300138209,147.37274120834584,0.018370739216776184,4.404560159341271,148.95491055690013,1.4665603666057254,5.971518239667153,0.0,3.094815244403988,76.24664584565434,4.487197508351766,0.1086126300138209,3.185466676022057,-1.239383630454281,-0.6602061202722045,-0.6617435891739015,-0.7725714359862034,-0.7716140603331811,-0.6546536707079771,-0.2041241452319315,-0.2195860408817118,-0.20145154833543225,0.5077295341976652,-0.3183668372267088,-0.5806767300624227,0.9591655023579431,1.0629208696181067,1.8301087069066138,-0.7597397932856651,-0.4282850494763857,0.3306321302982021,1.037733781815248,-0.5324789161389636,-0.6160650141351267,0.9520927971675566,-1.3704612016239313,0.491601621199275,-0.4202295646118311,0.20872758211774178,1.0394584022539635,-1.3704597896296398,0.491601621199275,-0.6169190224152108,-0.5333189343878152,0.9528285163848836,1.8467034070357307,-0.5825035259937551,-0.7599546219011147,-0.7719710175929834,-0.6546536707079771,-0.3192036118080131,-0.6618914078796353,0.9591655023579431,-0.2195860408817118,-0.20145154833543225,-0.2041241452319315,-0.4282850494763857,1.0629208696181067,0.5077295341976652,-0.7729468401277015,0.3306321302982021,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.17064846416382254,0.2751842751842752,0.116751269035533,0.3073727933541018,0.29988974641675853,0.32044198895027626,0.29411764705882354,0.17486338797814208,0.30603448275862066,,0.25296442687747034,-0.19448128020073333,-0.7218362059179347,-0.12220922855073653,-1.1614179338414272,0.0329503519169953,-0.0022203815042209428,0.10076226495162416,-0.02890357619663329,-0.6838665727288545,0.03257617043461267,-0.001891235634772842,-0.22913041561390768
284,285,2021-12-13,0.17,0.15,0,0,0,0.0,1,24,3878,4,2,37,1,10,7,28,62,59,24,3,0.0,2021,12,2021-12,28.0,3.0,0.0,59.0,62.0,24.0,37.0,3878.0,1.0,0.15,0.0,24.0,285.0,4.0,0.0,0.0,0.0,10.0,2.0,1.0,0.17,76.31365221857577,-1.269638487025055,3.6974563942208523,6.4170920814571915,4.487197508351766,1.0276210631616207,1.3777219496297402,0.0,0.1086126300138209,13.66063754602419,0.018370739216776184,7.262940919928803,13.724402811931878,1.420463076654702,6.5681808946112605,0.0,3.719229502340205,76.44062258872606,4.487197508351766,0.1086126300138209,1.0276210631616207,-1.2677621454156762,-0.6563730645397573,-0.6579124700120013,-0.8392896275846489,-0.8383373882532654,-0.6546536707079771,-0.2041241452319315,-0.2195860408817118,-0.20145154833543225,-0.32639860846374874,0.5009097672104156,0.6279552493529966,0.9591655023579431,-0.7945886692738641,0.3853224850416074,-0.7597397932856651,-0.4282850494763857,0.9936447461984899,-1.9676468405880758,0.20530898307924628,-0.11664384143462914,-0.823630895822518,0.08808472251366525,-1.715910939584137,-0.4202295646118311,1.5295434337846712,-1.9666813586276044,0.08800247483496235,-1.715910939584137,-0.11701941110024673,0.20591586974281936,-0.8239251397292487,0.3844764747828329,0.6287895582581358,-0.7599546219011147,-0.8386616683739787,-0.6546536707079771,0.5009145853674674,-0.6580598187823763,0.9591655023579431,-0.2195860408817118,-0.20145154833543225,-0.2041241452319315,-0.4282850494763857,-0.7945886692738641,-0.32639860846374874,-0.8396305241231325,0.9936447461984899,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2608695652173913,0.17064846416382254,0.2751842751842752,0.3903345724907063,0.3073727933541018,0.29988974641675853,0.3803418803418803,0.29411764705882354,0.3300970873786408,0.3072289156626506,,0.4069767441860465,-0.19448128020073333,-0.7218362059179347,-0.12220922855073653,0.4010000068624281,0.0329503519169953,-0.0022203815042209428,0.3597094352728702,-0.02890357619663329,0.150359206090996,0.0358176643587837,-0.001891235634772842,0.47145727546262123
285,286,2022-04-27,0.38,0.36,0,0,0,0.0,0,47,10722,1,1,35,1,10,7,74,26,91,100,38,66.0,2022,4,2022-04,74.0,38.0,66.0,91.0,26.0,99.00999999999999,35.0,10722.0,1.0,0.36,0.0,47.0,286.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.38,76.5070130088604,-0.8024193158304299,4.629413216506455,6.997247676852932,0.0,0.0,1.3724723437331194,0.0,0.1086126300138209,28.69249474163391,0.018370739216776184,2.4378545349074576,28.87613570772745,1.4146941918602634,7.180453342635528,0.0,4.662793312745814,76.63440189490593,0.0,0.1086126300138209,0.0,-0.8017327513920575,-0.6525439153744813,-0.6540852098056048,0.3178004747022228,0.3183270947754288,-0.6546536707079771,-0.2041241452319315,-0.2195860408817118,-0.20145154833543225,-1.3633832756856132,1.7253542478931834,1.8604552225460718,-1.59489190473566,-1.610982758185154,0.20291740592198187,-0.7597397932856651,-0.4282850494763857,0.9936447461984899,-1.632019671977913,-0.7273169606831649,0.6848840760150661,1.562479468933405,0.6661388570343906,0.4028613477633991,0.4830985545931286,-0.6773157931175707,-1.6321033677056858,0.6663039144654319,0.4028613477633991,0.6859591228991428,-0.728434979918942,1.537198974102381,0.20122222610320148,1.8714353422205094,-0.7599546219011147,0.31817447986640046,-0.6546536707079771,1.729137582697232,-0.654232083887489,-1.59489190473566,-0.2195860408817118,-0.20145154833543225,-0.2041241452319315,-0.4282850494763857,-1.610982758185154,-1.3633832756856132,0.31763918275586706,0.9936447461984899,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2608695652173913,0.31886792452830187,0.2751842751842752,0.4927007299270073,0.3073727933541018,0.29988974641675853,0.3803418803418803,0.2864583333333333,0.3598673300165838,0.2127659574468085,,0.4069767441860465,-0.19448128020073333,0.08766061187543207,-0.12220922855073653,0.8145188497776892,0.0329503519169953,-0.0022203815042209428,0.3597094352728702,-0.0583956077711139,0.2695767564102486,-0.45279152063586614,-0.001891235634772842,0.47145727546262123
